VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
2,"12/1/2020, 11:19:57 AM","12/1/2020, 11:24:52 AM",4,1.46,1,N,48,163,1,6.5,0.5,0.5,3.09,0,0.3,13.39,2.5,-
2,"12/1/2020, 11:09:43 AM","12/1/2020, 11:19:45 AM",6,3.02,1,N,262,161,1,11,0.5,0.5,3.7,0,0.3,18.5,2.5,-
1,"12/1/2020, 10:53:26 AM","12/1/2020, 11:00:02 AM",1,1.5,1,N,90,246,1,7.5,3,0.5,0,0,0.3,11.3,2.5,-
1,"12/1/2020, 11:03:35 AM","12/1/2020, 11:09:15 AM",1,1.3,1,N,246,90,1,6.5,3,0.5,0,0,0.3,10.3,2.5,-
2,"12/1/2020, 10:45:50 AM","12/1/2020, 10:51:54 AM",1,1.3,1,N,90,137,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,-
2,"12/1/2020, 10:43:24 AM","12/1/2020, 10:54:12 AM",1,5.74,1,N,231,140,1,17.5,0.5,0.5,4.26,0,0.3,25.56,2.5,-
2,"12/1/2020, 10:59:43 AM","12/1/2020, 11:04:05 AM",2,1.99,1,N,233,79,1,7,0.5,0.5,2.7,0,0.3,13.5,2.5,-
1,"12/1/2020, 11:23:36 AM","12/1/2020, 11:27:57 AM",1,1.4,1,N,234,161,1,6.5,3,0.5,1,0,0.3,11.3,2.5,-
2,"12/1/2020, 10:32:26 AM","12/1/2020, 10:38:31 AM",1,2.6,1,N,141,74,2,9,0.5,0.5,0,0,0.3,12.8,2.5,-
2,"12/1/2020, 10:43:30 AM","12/1/2020, 10:48:43 AM",1,1.68,1,N,263,140,2,7,0.5,0.5,0,0,0.3,10.8,2.5,-
2,"12/1/2020, 11:26:49 AM","12/1/2020, 11:29:16 AM",1,0.77,1,N,79,107,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,-
1,"12/1/2020, 11:21:42 AM","12/1/2020, 11:25:22 AM",1,1.1,1,N,186,48,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5,-
2,"12/1/2020, 11:04:30 AM","12/1/2020, 11:23:13 AM",1,14.11,1,N,132,252,2,38,0.5,0.5,0,0,0.3,39.3,0,-
2,"12/1/2020, 10:57:58 AM","12/1/2020, 11:04:37 AM",1,1.52,1,N,140,161,2,7,0.5,0.5,0,0,0.3,10.8,2.5,-
2,"12/1/2020, 10:48:55 AM","12/1/2020, 10:55:14 AM",1,1.75,1,N,229,142,1,7.5,0.5,0.5,3.39,0,0.3,14.69,2.5,-
1,"12/1/2020, 10:34:05 AM","12/1/2020, 10:48:02 AM",1,6.4,1,N,13,161,2,20,3,0.5,0,0,0.3,23.8,2.5,-
1,"12/1/2020, 10:57:58 AM","12/1/2020, 11:01:30 AM",0,0.8,1,N,68,246,3,5,3,0.5,0,0,0.3,8.8,2.5,-
2,"12/1/2020, 10:40:06 AM","12/1/2020, 10:43:49 AM",1,0.9,1,N,100,161,1,5,0.5,0.5,2,0,0.3,10.8,2.5,-
2,"12/1/2020, 11:22:14 AM","12/1/2020, 11:25:08 AM",2,0.5,1,N,236,236,2,4,0.5,0.5,0,0,0.3,7.8,2.5,-
2,"12/1/2020, 10:54:46 AM","12/1/2020, 10:54:59 AM",1,0.17,5,N,186,264,2,73,0,0,0,0,0.3,75.8,2.5,-
2,"12/1/2020, 10:57:03 AM","12/1/2020, 10:59:27 AM",1,0,5,N,186,186,2,73,0,0,0,0,0.3,75.8,2.5,-
2,"12/1/2020, 10:44:37 AM","12/1/2020, 10:52:46 AM",1,2.28,1,N,107,140,2,9,0.5,0.5,0,0,0.3,12.8,2.5,-
2,"12/1/2020, 11:21:10 AM","12/1/2020, 11:23:45 AM",1,1.01,1,N,75,74,2,5,0.5,0.5,0,0,0.3,6.3,0,-
2,"12/1/2020, 11:24:20 AM","12/1/2020, 11:50:51 AM",1,17.56,2,N,132,75,1,52,0,0.5,11.78,6.12,0.3,70.7,0,-
2,"12/1/2020, 10:30:45 AM","12/1/2020, 10:37:53 AM",2,2.42,1,N,48,140,1,9,0.5,0.5,3.84,0,0.3,16.64,2.5,-
2,"12/1/2020, 10:32:41 AM","12/1/2020, 10:40:12 AM",1,1.79,1,N,238,41,2,8,0.5,0.5,0,0,0.3,11.8,2.5,-
2,"12/1/2020, 11:26:54 AM","12/1/2020, 11:34:19 AM",1,2.48,1,N,107,140,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,-
1,"12/1/2020, 10:44:39 AM","12/1/2020, 10:56:27 AM",1,2.5,1,N,237,164,1,11,2.5,0.5,2.85,0,0.3,17.15,2.5,-
2,"12/1/2020, 11:21:45 AM","12/1/2020, 11:26:52 AM",1,1.49,1,N,75,74,2,7,0.5,0.5,0,0,0.3,8.3,0,-
2,"12/1/2020, 10:41:48 AM","12/1/2020, 10:49:23 AM",1,2.01,1,N,142,162,1,8.5,0.5,0.5,1,0,0.3,13.3,2.5,-
2,"12/1/2020, 11:04:13 AM","12/2/2020, 5:30:00 AM",1,9.47,1,N,79,223,1,29,0.5,0.5,1.64,0,0.3,34.44,2.5,-
1,"12/1/2020, 11:17:16 AM","12/1/2020, 11:28:24 AM",1,1.8,1,N,48,137,1,9.5,3,0.5,1.5,0,0.3,14.8,2.5,-
2,"12/1/2020, 10:40:43 AM","12/1/2020, 10:43:13 AM",1,0.52,1,N,69,47,2,4,0.5,0.5,0,0,0.3,5.3,0,-
1,"12/1/2020, 11:17:41 AM","12/1/2020, 11:31:02 AM",1,5.4,1,N,42,78,2,18.5,0.5,0.5,0,0,0.3,19.8,0,-
1,"12/1/2020, 11:07:49 AM","12/1/2020, 11:16:23 AM",1,1.9,1,N,140,161,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5,-
1,"12/1/2020, 11:19:50 AM","12/1/2020, 11:25:52 AM",1,0.9,1,N,230,246,1,6,3,0.5,1,0,0.3,10.8,2.5,-
1,"12/1/2020, 10:44:18 AM","12/1/2020, 10:58:51 AM",2,3.7,1,N,137,239,1,14,3,0.5,3.55,0,0.3,21.35,2.5,-
1,"12/1/2020, 11:13:49 AM","12/1/2020, 11:17:47 AM",1,0.8,1,N,226,7,1,5,0.5,0.5,1.85,0,0.3,8.15,0,-
1,"12/1/2020, 11:29:42 AM","12/1/2020, 11:36:01 AM",1,1.9,1,N,141,75,1,8,2.5,0.5,3.35,0,0.3,14.65,2.5,-
2,"12/1/2020, 11:10:22 AM","12/1/2020, 11:21:52 AM",1,3.3,5,N,143,75,1,12.76,0,0.5,1.69,0,0.3,17.75,2.5,-
2,"12/1/2020, 11:29:24 AM","12/1/2020, 11:35:13 AM",1,1.38,1,N,238,75,1,6.5,0.5,0.5,2.58,0,0.3,12.88,2.5,-
2,"12/1/2020, 10:31:30 AM","12/1/2020, 10:31:34 AM",1,0.02,1,N,162,264,2,2.5,0.5,0.5,0,0,0.3,3.8,0,-
2,"12/1/2020, 11:09:02 AM","12/1/2020, 11:18:08 AM",1,1.14,1,N,48,162,1,8,0.5,0.5,0,0,0.3,11.8,2.5,-
2,"12/1/2020, 11:20:57 AM","12/1/2020, 11:38:11 AM",1,11.47,1,N,162,138,1,32,0.5,0.5,0.08,6.12,0.3,42,2.5,-
2,"12/1/2020, 11:01:09 AM","12/1/2020, 11:37:52 AM",1,17.48,1,N,135,264,1,51,0.5,0.5,2.75,6.12,0.3,61.17,0,-
2,"12/1/2020, 11:29:43 AM","12/1/2020, 11:34:32 AM",1,1.32,1,N,186,246,1,6,0,0.5,1.86,0,0.3,11.16,2.5,-
2,"12/1/2020, 10:56:46 AM","12/1/2020, 11:24:36 AM",1,18.97,2,N,132,236,2,52,0,0.5,0,6.12,0.3,58.92,0,-
1,"12/1/2020, 11:12:43 AM","12/1/2020, 11:16:31 AM",1,1.3,1,N,263,140,2,6,3,0.5,0,0,0.3,9.8,2.5,-
1,"12/1/2020, 11:28:27 AM","12/1/2020, 11:34:36 AM",1,1,1,N,100,161,1,6.5,2.5,0.5,1.18,0,0.3,10.98,2.5,-
2,"12/1/2020, 10:54:07 AM","12/1/2020, 10:59:43 AM",1,1.76,1,N,239,43,1,7.5,0.5,0.5,1.92,0,0.3,13.22,2.5,-
2,"12/1/2020, 11:03:10 AM","12/1/2020, 11:06:57 AM",1,1.03,1,N,238,75,1,5.5,0.5,0.5,2.04,0,0.3,8.84,0,-
2,"12/1/2020, 11:08:15 AM","12/1/2020, 11:24:43 AM",1,2.65,1,N,48,237,1,11.5,0.5,0.5,0,0,0.3,15.3,2.5,-
2,"12/1/2020, 11:04:01 AM","12/1/2020, 11:11:22 AM",1,1.19,1,N,74,41,2,7,0.5,0.5,0,0,0.3,8.3,0,-
1,"12/1/2020, 10:59:19 AM","12/1/2020, 11:25:36 AM",2,16.7,2,N,132,170,1,52,2.5,0.5,12.25,6.12,0.3,73.67,2.5,-
1,"12/1/2020, 10:49:00 AM","12/1/2020, 10:58:59 AM",2,2.7,1,N,186,231,1,10.5,3,0.5,3.55,0,0.3,17.85,2.5,-
2,"12/1/2020, 11:23:14 AM","12/1/2020, 11:50:21 AM",2,19.73,2,N,209,132,1,52,0,0.5,0,0,0.3,55.3,2.5,-
2,"12/1/2020, 11:03:12 AM","12/1/2020, 11:08:49 AM",1,1.77,1,N,238,236,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,-
2,"12/1/2020, 11:24:36 AM","12/1/2020, 11:26:41 AM",2,0.67,1,N,48,48,1,4,0.5,0.5,1,0,0.3,8.8,2.5,-
2,"12/1/2020, 11:06:22 AM","12/1/2020, 11:09:37 AM",6,0.7,1,N,166,151,2,4.5,0.5,0.5,0,0,0.3,5.8,0,-
1,"12/1/2020, 11:05:33 AM","12/1/2020, 11:23:59 AM",1,9.5,1,N,132,131,2,28,0.5,0.5,0,0,0.3,29.3,0,-
2,"12/1/2020, 11:25:42 AM","12/1/2020, 11:30:58 AM",1,1.67,1,N,186,161,1,7,0.5,0.5,2.7,0,0.3,13.5,2.5,-
2,"12/1/2020, 11:07:22 AM","12/1/2020, 11:18:34 AM",1,5.07,5,N,75,107,1,13.73,0,0.5,1.8,0,0.3,18.83,2.5,-
1,"12/1/2020, 11:18:42 AM","12/1/2020, 11:34:24 AM",1,5.4,1,N,186,42,2,17,2.5,0.5,0,0,0.3,20.3,2.5,-
2,"12/1/2020, 11:08:20 AM","12/1/2020, 11:12:41 AM",1,1.71,1,N,236,162,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,-
1,"12/1/2020, 11:13:26 AM","12/1/2020, 12:05:40 PM",1,18.1,2,Y,132,161,2,52,2.5,0.5,0,0,0.3,55.3,2.5,-
2,"12/1/2020, 11:15:15 AM","12/1/2020, 11:23:09 AM",1,1.65,1,N,170,107,2,8,0.5,0.5,0,0,0.3,11.8,2.5,-
2,"12/1/2020, 10:39:37 AM","12/1/2020, 10:52:54 AM",2,4.14,1,N,116,236,1,14,0.5,0.5,5.34,0,0.3,23.14,2.5,-
2,"12/1/2020, 11:08:10 AM","12/1/2020, 11:13:31 AM",1,1.57,1,N,141,75,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,-
2,"12/1/2020, 11:29:23 AM","12/1/2020, 11:34:07 AM",1,0.74,1,N,68,246,2,5,0,0.5,0,0,0.3,8.3,2.5,-
2,"12/1/2020, 10:43:45 AM","12/1/2020, 10:58:23 AM",1,1.06,1,N,75,87,1,6,0.5,0.5,0,0,0.3,9.8,2.5,-
2,"12/1/2020, 10:40:56 AM","12/1/2020, 10:45:09 AM",1,1.15,1,N,236,43,2,6,0.5,0.5,0,0,0.3,9.8,2.5,-
2,"12/1/2020, 11:05:52 AM","12/1/2020, 11:21:47 AM",1,4.44,1,N,148,48,2,15.5,0.5,0.5,0,0,0.3,19.3,2.5,-
1,"12/1/2020, 10:43:45 AM","12/1/2020, 11:09:56 AM",0,18.4,2,N,132,41,1,52,0,0.5,7,6.12,0.3,65.92,0,-
1,"12/1/2020, 11:12:27 AM","12/1/2020, 11:27:33 AM",0,4.4,1,N,41,244,1,16,0.5,0.5,3,0,0.3,20.3,0,-
1,"12/1/2020, 11:27:28 AM","12/1/2020, 11:39:39 AM",1,2.9,1,N,186,140,1,11.5,3,0.5,3.8,0,0.3,19.1,2.5,-
2,"12/1/2020, 11:10:23 AM","12/1/2020, 11:13:18 AM",1,0.85,1,N,100,163,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,-
2,"12/1/2020, 11:19:50 AM","12/1/2020, 11:26:15 AM",1,1.14,1,N,100,161,1,6.5,0.5,0.5,0.01,0,0.3,10.31,2.5,-
2,"12/1/2020, 10:37:55 AM","12/1/2020, 10:49:53 AM",1,4.95,1,N,249,75,2,15,0.5,0.5,0,0,0.3,18.8,2.5,-
2,"12/1/2020, 11:15:29 AM","12/1/2020, 11:20:12 AM",1,1.03,1,N,100,170,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,-
2,"12/1/2020, 11:12:44 AM","12/1/2020, 11:27:11 AM",1,3.62,1,N,237,249,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5,-
1,"12/1/2020, 11:17:14 AM","12/1/2020, 11:33:17 AM",1,4.1,1,Y,137,239,1,15,2.5,0.5,5.45,0,0.3,23.75,2.5,-
1,"12/1/2020, 11:14:29 AM","12/1/2020, 11:18:13 AM",1,1,1,N,48,163,2,5,3,0.5,0,0,0.3,8.8,2.5,-
1,"12/1/2020, 11:16:00 AM","12/1/2020, 11:28:55 AM",1,4.5,1,N,13,79,1,15.5,3,0.5,3.85,0,0.3,23.15,2.5,-
2,"12/1/2020, 10:30:01 AM","12/1/2020, 10:32:18 AM",3,0.68,1,N,100,230,2,4,0.5,0.5,0,0,0.3,7.8,2.5,-
2,"12/1/2020, 11:13:34 AM","12/1/2020, 11:23:13 AM",3,1.66,1,N,186,137,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5,-
2,"12/1/2020, 11:10:29 AM","12/1/2020, 11:18:28 AM",6,1.07,1,N,237,43,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,-
1,"12/1/2020, 11:17:06 AM","12/1/2020, 11:35:48 AM",1,5.2,1,N,143,261,1,18,3,0.5,2,0,0.3,23.8,2.5,-
2,"12/1/2020, 11:19:07 AM","12/1/2020, 11:43:25 AM",2,3.69,1,N,229,246,1,18.5,0.5,0.5,4.46,0,0.3,26.76,2.5,-
1,"12/1/2020, 10:55:20 AM","12/1/2020, 10:58:09 AM",1,0.9,1,N,186,230,2,5,3,0.5,0,0,0.3,8.8,2.5,-
1,"12/1/2020, 11:00:09 AM","12/1/2020, 11:01:33 AM",1,0.6,1,N,230,186,1,4,3,0.5,1,0,0.3,8.8,2.5,-
1,"12/1/2020, 11:08:32 AM","12/1/2020, 11:16:19 AM",1,2.5,1,N,249,161,1,9,2.5,0.5,3.05,0,0.3,15.35,2.5,-
1,"12/1/2020, 11:27:51 AM","12/1/2020, 11:33:45 AM",1,1.2,1,Y,239,50,1,6.5,2.5,0.5,1,0,0.3,10.8,2.5,-
2,"12/1/2020, 11:25:10 AM","12/1/2020, 11:34:04 AM",1,2.23,1,N,230,238,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5,-
2,"12/1/2020, 11:11:06 AM","12/1/2020, 11:15:03 AM",1,0.72,1,N,48,161,1,5,0.5,0.5,1.5,0,0.3,10.3,2.5,-
2,"12/1/2020, 10:48:05 AM","12/1/2020, 10:52:06 AM",1,1.29,1,N,186,230,2,6,0.5,0.5,0,0,0.3,9.8,2.5,-
2,"12/1/2020, 11:03:11 AM","12/1/2020, 11:07:27 AM",1,1.36,1,N,186,107,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5,-
2,"12/1/2020, 11:30:01 AM","12/1/2020, 11:31:59 AM",1,0.48,1,N,186,90,1,3.5,0.5,0.5,1,0,0.3,8.3,2.5,-
2,"12/1/2020, 10:46:06 AM","12/1/2020, 10:51:33 AM",1,2.12,1,N,141,75,2,-7.5,-0.5,-0.5,0,0,-0.3,-11.3,-2.5,-
2,"12/1/2020, 10:46:06 AM","12/1/2020, 10:51:33 AM",1,2.12,1,N,141,75,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5,-
2,"12/1/2020, 10:52:44 AM","12/1/2020, 10:59:28 AM",1,1.63,1,N,75,166,2,-7,-0.5,-0.5,0,0,-0.3,-8.3,0,-
2,"12/1/2020, 10:52:44 AM","12/1/2020, 10:59:28 AM",1,1.63,1,N,75,166,2,7,0.5,0.5,0,0,0.3,8.3,0,-
2,"12/1/2020, 11:07:18 AM","12/1/2020, 11:25:34 AM",1,9.28,1,N,151,138,1,27,0.5,0.5,6.88,6.12,0.3,41.3,0,-
2,"12/1/2020, 11:00:29 AM","12/1/2020, 11:13:07 AM",1,3.41,1,N,100,145,1,13.5,0.5,0.5,5.86,6.12,0.3,29.28,2.5,-
2,"12/1/2020, 10:35:29 AM","12/1/2020, 10:40:18 AM",1,1.58,1,N,143,48,2,7,0.5,0.5,0,0,0.3,10.8,2.5,-
2,"12/1/2020, 11:15:35 AM","12/1/2020, 11:27:26 AM",1,4.24,1,N,186,24,1,13.5,0.5,0.5,0,0,0.3,17.3,2.5,-
2,"12/1/2020, 11:09:15 AM","12/1/2020, 11:50:24 AM",1,13.14,1,N,232,207,1,37,0.5,0.5,2.75,6.12,0.3,47.17,0,-
2,"12/1/2020, 10:53:11 AM","12/1/2020, 10:56:41 AM",1,0.85,1,N,48,68,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,-
2,"12/1/2020, 10:45:29 AM","12/1/2020, 10:55:33 AM",2,5.19,1,N,48,152,1,16.5,0.5,0.5,2,0,0.3,22.3,2.5,-
2,"12/1/2020, 11:30:28 AM","12/1/2020, 11:36:18 AM",1,0.86,1,N,48,161,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,-
2,"12/1/2020, 10:42:35 AM","12/1/2020, 10:54:58 AM",1,2.96,1,N,116,168,1,12,0.5,0.5,0,0,0.3,13.3,0,-
2,"12/1/2020, 11:05:54 AM","12/1/2020, 11:11:03 AM",1,1.7,1,N,75,151,2,7,0.5,0.5,0,0,0.3,8.3,0,-
2,"12/1/2020, 11:13:30 AM","12/1/2020, 11:21:08 AM",1,2.74,1,N,238,162,1,10,0.5,0.5,3.45,0,0.3,17.25,2.5,-
2,"12/1/2020, 11:13:25 AM","12/1/2020, 11:25:17 AM",5,3.78,1,N,87,186,1,13,0.5,0.5,3,0,0.3,19.8,2.5,-
2,"12/1/2020, 11:29:43 AM","12/1/2020, 11:36:09 AM",5,1.59,1,N,90,231,1,7,0.5,0.5,3.24,0,0.3,14.04,2.5,-
2,"12/1/2020, 11:00:18 AM","12/1/2020, 11:05:01 AM",1,1.29,1,N,233,140,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,-
2,"12/1/2020, 11:13:50 AM","12/1/2020, 11:15:59 AM",1,0.96,1,N,262,140,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,-
1,"12/1/2020, 11:17:56 AM","12/1/2020, 11:29:54 AM",1,2.9,1,N,170,43,1,11.5,3,0.5,1.7,0,0.3,17,2.5,-
2,"12/1/2020, 11:10:06 AM","12/1/2020, 11:15:56 AM",2,0.84,1,N,41,41,2,6,0.5,0.5,0,0,0.3,7.3,0,-
2,"12/1/2020, 11:23:44 AM","12/1/2020, 11:35:39 AM",1,3.16,1,N,238,170,1,12,0.5,0.5,0,0,0.3,15.8,2.5,-
2,"12/1/2020, 11:13:59 AM","12/1/2020, 11:26:44 AM",1,4.49,1,N,97,112,2,15,0.5,0.5,0,0,0.3,16.3,0,-
1,"12/1/2020, 11:22:14 AM","12/1/2020, 11:28:34 AM",1,1,1,N,140,237,2,6.5,3,0.5,0,0,0.3,10.3,2.5,-
2,"12/1/2020, 10:30:30 AM","12/1/2020, 10:39:17 AM",1,1.36,1,N,75,75,2,8,0.5,0.5,0,0,0.3,9.3,0,-
2,"12/1/2020, 11:00:14 AM","12/1/2020, 11:13:46 AM",1,4.2,1,N,263,100,1,14.5,0.5,0.5,2,0,0.3,20.3,2.5,-
2,"12/1/2020, 10:52:04 AM","12/1/2020, 10:52:26 AM",1,0,5,N,264,264,1,68,0,0,10,0,0,78,0,-
2,"12/1/2020, 10:52:18 AM","12/1/2020, 11:04:15 AM",1,2.08,1,N,48,137,1,10.5,0.5,0.5,2,0,0.3,16.3,2.5,-
2,"12/1/2020, 11:15:40 AM","12/1/2020, 11:26:06 AM",1,2.5,1,N,48,141,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5,-
1,"12/1/2020, 11:10:40 AM","12/1/2020, 11:17:36 AM",1,2.6,1,N,224,163,1,9,3,0.5,1.5,0,0.3,14.3,2.5,-
2,"12/1/2020, 10:37:22 AM","12/1/2020, 10:41:17 AM",2,0.84,1,N,170,230,2,5,0.5,0.5,0,0,0.3,8.8,2.5,-
2,"12/1/2020, 10:52:56 AM","12/1/2020, 10:57:04 AM",2,0.79,1,N,42,116,2,5,0.5,0.5,0,0,0.3,6.3,0,-
2,"12/1/2020, 11:12:19 AM","12/1/2020, 11:22:23 AM",2,3.46,1,N,239,246,2,12,0.5,0.5,0,0,0.3,15.8,2.5,-
2,"12/1/2020, 11:03:23 AM","12/1/2020, 11:28:25 AM",1,10.41,1,N,230,138,1,30.5,0.5,0.5,5,0,0.3,39.3,2.5,-
2,"12/1/2020, 10:43:33 AM","12/1/2020, 10:50:47 AM",1,2.38,1,N,75,140,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,-
1,"12/1/2020, 10:41:36 AM","12/1/2020, 10:52:08 AM",1,3.5,1,N,48,166,2,12,3,0.5,0,0,0.3,15.8,2.5,-
2,"12/1/2020, 11:16:00 AM","12/1/2020, 11:26:43 AM",1,1.93,1,N,236,161,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5,-
2,"12/1/2020, 11:04:53 AM","12/1/2020, 11:11:07 AM",1,2.52,1,N,132,132,2,8.5,0.5,0.5,0,0,0.3,9.8,0,-
2,"12/1/2020, 10:36:38 AM","12/1/2020, 10:50:40 AM",1,2.75,1,N,238,140,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5,-
2,"12/1/2020, 11:21:05 AM","12/1/2020, 11:26:48 AM",1,0.77,1,N,48,161,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,-
1,"12/1/2020, 11:19:41 AM","12/1/2020, 11:54:53 AM",1,20.9,2,N,132,243,2,52,0,0.5,0,6.12,0.3,58.92,0,-
2,"12/1/2020, 10:59:46 AM","12/1/2020, 11:09:17 AM",1,2.4,1,N,158,161,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5,-
2,"12/1/2020, 11:08:41 AM","12/1/2020, 11:14:16 AM",1,2.66,1,N,238,48,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,-
1,"12/1/2020, 11:28:45 AM","12/1/2020, 11:41:32 AM",1,3.7,1,N,166,48,2,13,2.5,0.5,0,0,0.3,16.3,2.5,-
1,"12/1/2020, 11:21:24 AM","12/1/2020, 11:24:52 AM",1,0.9,1,N,42,166,2,5,0.5,0.5,0,0,0.3,6.3,0,-
2,"12/1/2020, 11:24:58 AM","12/1/2020, 11:37:13 AM",2,3.25,1,N,162,144,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5,-
2,"12/1/2020, 11:15:05 AM","12/1/2020, 11:21:23 AM",1,1.13,1,N,100,161,1,6.5,0.5,0.5,0.7,0,0.3,11,2.5,-
2,"12/1/2020, 11:06:58 AM","12/1/2020, 11:17:54 AM",1,4.04,1,N,107,236,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5,-
2,"12/1/2020, 11:23:37 AM","12/1/2020, 11:29:52 AM",1,2.44,1,N,261,186,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,-
2,"12/1/2020, 11:14:38 AM","12/1/2020, 11:22:51 AM",3,2.95,1,N,48,236,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5,-
2,"12/1/2020, 10:21:55 AM","12/1/2020, 10:25:53 AM",2,0.89,1,N,100,163,1,5.5,0.5,0.5,1.25,0,0.3,10.55,2.5,-
1,"12/1/2020, 11:05:18 AM","12/1/2020, 11:15:14 AM",1,1.8,1,N,48,137,2,9,3,0.5,0,0,0.3,12.8,2.5,-
2,"12/1/2020, 11:06:15 AM","12/1/2020, 11:11:37 AM",1,1.36,1,N,48,161,1,6.5,0.5,0.5,3.09,0,0.3,13.39,2.5,-
2,"12/1/2020, 10:54:13 AM","12/1/2020, 10:57:58 AM",1,0.7,1,N,100,230,2,5,0.5,0.5,0,0,0.3,8.8,2.5,-
2,"12/1/2020, 11:16:18 AM","12/1/2020, 11:32:04 AM",2,10.85,4,N,132,265,2,37.5,0.5,0.5,0,0,0.3,38.8,0,-
2,"12/1/2020, 11:09:42 AM","12/1/2020, 11:22:26 AM",1,2.12,1,N,48,137,1,10.5,0.5,0.5,0,0,0.3,14.3,2.5,-
1,"12/1/2020, 11:00:40 AM","12/1/2020, 11:05:51 AM",1,2.6,1,N,107,140,1,9,3,0.5,2,0,0.3,14.8,2.5,-
1,"12/1/2020, 11:19:33 AM","12/1/2020, 11:21:53 AM",1,0.6,1,N,262,262,1,4,3,0.5,0.6,0,0.3,8.4,2.5,-
2,"12/1/2020, 11:28:10 AM","12/1/2020, 11:32:05 AM",1,1.59,1,N,148,137,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5,-
2,"12/1/2020, 11:28:54 AM","12/1/2020, 11:39:48 AM",1,3.36,1,N,142,74,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5,-
1,"12/1/2020, 11:17:42 AM","12/1/2020, 11:23:38 AM",1,1.7,1,N,137,249,2,7,2.5,0.5,0,0,0.3,10.3,2.5,-
2,"12/1/2020, 11:22:08 AM","12/1/2020, 11:25:31 AM",1,0.89,1,N,100,161,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,-
1,"12/1/2020, 11:21:30 AM","12/1/2020, 11:25:54 AM",1,1.2,1,N,249,100,1,6,2.5,0.5,2.3,0,0.3,11.6,2.5,-
2,"12/1/2020, 11:16:03 AM","12/1/2020, 11:37:03 AM",3,5.19,1,N,100,42,2,19.5,0.5,0.5,0,0,0.3,23.3,2.5,-
2,"12/1/2020, 11:23:24 AM","12/1/2020, 11:33:32 AM",1,3.38,1,N,100,263,1,11.5,0.5,0.5,0,0,0.3,15.3,2.5,-
2,"12/1/2020, 11:13:08 AM","12/1/2020, 11:19:37 AM",1,1.57,1,N,90,211,2,7,0.5,0.5,0,0,0.3,10.8,2.5,-
2,"12/1/2020, 10:10:39 AM","12/1/2020, 10:21:33 AM",1,3.53,1,N,148,161,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5,-
2,"12/1/2020, 10:51:38 AM","12/1/2020, 11:05:16 AM",1,6.52,1,N,231,140,1,20.5,0.5,0.5,2,0,0.3,26.3,2.5,-
2,"12/1/2020, 11:20:41 AM","12/1/2020, 11:52:56 AM",6,17.78,2,N,132,237,2,52,0,0.5,0,6.12,0.3,61.42,2.5,-
2,"12/1/2020, 11:09:22 AM","12/1/2020, 11:11:26 AM",1,0.49,1,N,100,170,4,-4,-0.5,-0.5,0,0,-0.3,-7.8,-2.5,-
2,"12/1/2020, 11:09:22 AM","12/1/2020, 11:11:26 AM",1,0.49,1,N,100,170,2,4,0.5,0.5,0,0,0.3,7.8,2.5,-
1,"12/1/2020, 11:08:46 AM","12/1/2020, 11:34:52 AM",1,15.4,1,N,132,165,2,42.5,0.5,0.5,0,0,0.3,43.8,0,-
